Instrument,Date,Price Open,Price High,Price Low,Price Close,Volume(1000shares),turnover(1000),sma5,sma10,sma20,k,d,bias5,bias10,bias20,rsi,w%r,mtm,macd,macd_signal,macdhist,ar,br,dmi,MV%,ROI%,Market Capital,P/E,P/B,Long PSTN VAL,Short PSTN VAL,Qfii Net S/B M.Cap,Fund Net S/B M.Cap,Dealer Net S/B M.Cap,Liabilities Ratio,ROA-Comprehensive Income,ROE-Comprehensive Income,Net Income Ratio,Return on Total Assets Growth Rate - YOY,Recurring EPS,P/E Ratio at Quarter-End,Cash Dividend Yield,Dividend Yield,Current Ratio,Acid-Test Ratio,Equity Turnover,Inventory Turnover
1734.TW,2020/3/19,14.8277 ,14.8277 ,13.3973 ,13.4450 ,2259.0000 ,32001.0000 ,15.4856 ,17.5739 ,18.8469 ,1.0923 ,2.7133 ,-13.1775 ,-23.4945 ,-28.6619 ,18.9285 ,-99.4379 ,-6.0551 ,-1.3230 ,-0.6464 ,-0.6767 ,73.7786 ,279.5989 ,44.6318 ,9.6154 ,-9.6154 ,0.0090 ,137.4712 ,0.8545 ,21589.2900 ,56.6600 ,-0.8900 ,0.0000 ,0.0100 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/20,13.8264 ,14.3986 ,13.8264 ,14.3032 ,800.0000 ,11882.0000 ,14.9707 ,16.9350 ,18.5322 ,8.2308 ,3.9352 ,-4.4587 ,-15.5407 ,-22.8198 ,26.6232 ,-89.3255 ,-4.0526 ,-1.4530 ,-0.8077 ,-0.6453 ,83.5702 ,249.0965 ,44.6318 ,4.2553 ,6.3830 ,0.0090 ,137.4712 ,0.9090 ,21646.6000 ,0.0000 ,2.4500 ,0.0000 ,-0.0200 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/23,13.8741 ,14.7323 ,13.5404 ,14.4939 ,672.0000 ,10075.0000 ,14.5225 ,16.3772 ,18.2175 ,21.9212 ,10.4148 ,-0.1971 ,-11.4995 ,-20.4399 ,28.2528 ,-87.0785 ,-2.3839 ,-1.5231 ,-0.9508 ,-0.5723 ,94.2062 ,221.5926 ,38.6898 ,8.3333 ,1.3333 ,0.0090 ,137.4712 ,0.9211 ,21519.6100 ,0.0000 ,0.1800 ,0.0000 ,0.0000 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/24,14.6370 ,15.1137 ,14.6370 ,14.8753 ,673.0000 ,10491.0000 ,14.3985 ,15.8956 ,17.9029 ,41.7705 ,23.9742 ,3.3112 ,-6.4190 ,-16.9111 ,31.5281 ,-82.5843 ,-1.8595 ,-1.5303 ,-1.0667 ,-0.4636 ,98.0317 ,211.6251 ,32.0141 ,3.2895 ,2.6316 ,0.0090 ,137.4712 ,0.9453 ,22465.4900 ,0.0000 ,0.2300 ,0.0000 ,0.0000 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/25,15.3521 ,15.7812 ,15.3521 ,15.4475 ,539.0000 ,8781.0000 ,14.5130 ,15.4904 ,17.6502 ,62.6187 ,42.1035 ,6.4392 ,-0.2768 ,-12.4796 ,36.2313 ,-75.8419 ,-0.0477 ,-1.4728 ,-1.1479 ,-0.3249 ,99.5078 ,207.6290 ,21.0337 ,2.8846 ,3.8462 ,0.0090 ,137.4712 ,0.9817 ,23424.1900 ,0.0000 ,0.1800 ,0.0000 ,0.0000 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/26,15.7335 ,16.0196 ,15.3521 ,15.5905 ,913.0000 ,14888.0000 ,14.9421 ,15.2139 ,17.4237 ,76.4923 ,60.2938 ,4.3396 ,2.4757 ,-10.5213 ,37.3888 ,-74.1569 ,0.7152 ,-1.3995 ,-1.1982 ,-0.2013 ,100.0041 ,206.7653 ,17.2817 ,4.3210 ,0.9259 ,0.0090 ,137.4712 ,0.9908 ,23230.2500 ,0.0000 ,1.5900 ,0.0000 ,0.0000 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/27,15.9719 ,16.0196 ,15.6859 ,15.6859 ,808.0000 ,13460.0000 ,15.2186 ,15.0947 ,17.2211 ,85.0780 ,74.7297 ,3.0704 ,3.9169 ,-8.9145 ,38.1948 ,-65.7133 ,2.2409 ,-1.3186 ,-1.2223 ,-0.0963 ,95.6561 ,209.1548 ,17.2817 ,2.1407 ,0.6116 ,0.0090 ,137.4712 ,0.9969 ,22186.5900 ,0.0000 ,1.1200 ,0.0000 ,0.0000 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/30,15.8766 ,16.1150 ,15.6859 ,15.9243 ,460.0000 ,7685.0000 ,15.5047 ,15.0136 ,17.0494 ,85.4431 ,82.3378 ,2.7063 ,6.0658 ,-6.5993 ,40.2642 ,-62.1418 ,1.6211 ,-1.2211 ,-1.2221 ,0.0009 ,96.6380 ,207.5111 ,15.6183 ,2.7356 ,1.5198 ,0.0100 ,137.4712 ,1.0120 ,22876.1200 ,33.4000 ,1.2400 ,0.0000 ,-0.0700 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/3/31,16.2580 ,16.2580 ,15.8766 ,15.8766 ,290.0000 ,4883.0000 ,15.7050 ,15.0518 ,16.8564 ,77.1786 ,82.5666 ,1.0929 ,5.4801 ,-5.8124 ,39.9758 ,-60.3045 ,1.3827 ,-1.1347 ,-1.2046 ,0.0699 ,88.3218 ,219.8299 ,13.0305 ,2.3952 ,-0.2994 ,0.0100 ,137.4712 ,1.0090 ,22658.7000 ,33.6700 ,0.2700 ,0.0000 ,0.0000 ,48.5400 ,-0.26,-0.49,-1.0100 ,0.1500 ,0.1500 ,81.1300 ,1.2000 ,1.2000 ,171.7200 ,120.1600 ,0.1000 ,0.6600 
1734.TW,2020/4/1,16.1150 ,16.1150 ,15.8766 ,15.9719 ,260.0000 ,4351.0000 ,15.8098 ,15.1614 ,16.6799 ,71.1379 ,77.9199 ,1.0251 ,5.3457 ,-4.2449 ,40.8869 ,-33.3333 ,1.0966 ,-1.0464 ,-1.1729 ,0.1266 ,85.5851 ,219.1953 ,13.0305 ,1.5015 ,0.6006 ,0.0100 ,137.4712 ,1.0150 ,22533.9600 ,33.4600 ,1.2200 ,0.0000 ,-0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/6,16.1626 ,16.7348 ,16.0196 ,16.5441 ,747.0000 ,12923.0000 ,16.0006 ,15.4713 ,16.5226 ,69.3785 ,72.5650 ,3.3970 ,6.9340 ,0.1301 ,46.1699 ,-18.5168 ,1.0966 ,-0.9196 ,-1.1223 ,0.2026 ,90.2957 ,188.2300 ,1.5995 ,4.4776 ,3.5821 ,0.0100 ,137.4712 ,1.0514 ,23229.4300 ,103.7000 ,1.7200 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/7,16.7824 ,16.8778 ,16.5441 ,16.5917 ,506.0000 ,8851.0000 ,16.1817 ,15.7002 ,16.3176 ,75.4112 ,71.9759 ,2.5336 ,5.6785 ,1.6798 ,46.5975 ,-8.2201 ,1.0012 ,-0.8061 ,-1.0590 ,0.2530 ,92.0462 ,183.8222 ,0.8909 ,2.0173 ,0.2882 ,0.0100 ,137.4712 ,1.0544 ,22892.3200 ,104.9300 ,-1.9100 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/8,17.8790 ,17.8790 ,16.9732 ,17.1162 ,762.0000 ,13808.0000 ,16.4201 ,15.9624 ,16.1698 ,73.2404 ,72.6767 ,4.2393 ,7.2282 ,5.8529 ,51.1973 ,-17.0203 ,1.4303 ,-0.6661 ,-0.9804 ,0.3144 ,87.9887 ,189.6279 ,16.3510 ,5.4598 ,3.1609 ,0.0100 ,137.4712 ,1.0878 ,23784.3200 ,108.6000 ,-2.3500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/9,17.1639 ,17.1639 ,16.7348 ,16.9732 ,765.0000 ,13589.0000 ,16.6394 ,16.1722 ,16.0339 ,64.2221 ,70.9579 ,2.0060 ,4.9530 ,5.8581 ,49.9345 ,-20.2111 ,1.0489 ,-0.5602 ,-0.8964 ,0.3362 ,75.1218 ,190.0733 ,13.6247 ,2.5070 ,-0.8357 ,0.0100 ,137.4712 ,1.0787 ,22231.3500 ,106.4600 ,2.1000 ,0.0000 ,-0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/10,16.9732 ,17.2592 ,16.8778 ,17.1162 ,421.0000 ,7528.0000 ,16.8683 ,16.3391 ,15.9147 ,58.5487 ,65.3370 ,1.4697 ,4.7563 ,7.5495 ,51.2300 ,-17.5817 ,1.2396 ,-0.4595 ,-0.8090 ,0.3496 ,75.6932 ,192.3598 ,15.0532 ,2.2472 ,0.8427 ,0.0100 ,137.4712 ,1.0878 ,20878.5700 ,107.1600 ,-0.0500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/13,17.1162 ,17.3546 ,16.9732 ,17.3546 ,437.0000 ,7900.0000 ,17.0304 ,16.5155 ,15.8647 ,58.1522 ,60.3076 ,1.9038 ,5.0809 ,9.3916 ,53.3952 ,-12.0868 ,1.3827 ,-0.3563 ,-0.7185 ,0.3622 ,78.1450 ,183.7008 ,16.5413 ,2.2284 ,1.3928 ,0.0100 ,137.4712 ,1.1029 ,21480.9300 ,108.3100 ,1.6700 ,0.0000 ,-0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/14,17.5930 ,17.5930 ,17.3546 ,17.4499 ,498.0000 ,9119.0000 ,17.2020 ,16.6919 ,15.8933 ,60.7300 ,59.1436 ,1.4410 ,4.5413 ,9.7943 ,54.2692 ,-13.2357 ,0.9058 ,-0.2638 ,-0.6275 ,0.3638 ,75.2350 ,185.0768 ,20.2985 ,1.3736 ,0.5495 ,0.0100 ,137.4712 ,1.1090 ,22555.7900 ,109.6700 ,1.1500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/15,17.5930 ,17.5930 ,17.4023 ,17.5453 ,409.0000 ,7510.0000 ,17.2878 ,16.8540 ,15.9338 ,72.5519 ,63.8114 ,1.4893 ,4.1019 ,10.1138 ,55.1755 ,-13.2059 ,0.9536 ,-0.1807 ,-0.5382 ,0.3575 ,63.0678 ,206.7848 ,20.2985 ,1.0929 ,0.5464 ,0.0100 ,137.4712 ,1.1150 ,23096.9300 ,109.9900 ,1.0300 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/16,17.6406 ,18.4035 ,17.5453 ,18.1651 ,982.0000 ,18521.0000 ,17.5262 ,17.0828 ,16.0673 ,80.4380 ,71.2400 ,3.6453 ,6.3355 ,13.0564 ,60.6337 ,-7.8128 ,1.0489 ,-0.0641 ,-0.4433 ,0.3793 ,65.3717 ,164.8478 ,32.3134 ,4.8913 ,3.5326 ,0.0100 ,137.4712 ,1.1544 ,25309.5800 ,113.1600 ,1.4900 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/17,18.3558 ,18.3558 ,17.7360 ,17.7837 ,907.0000 ,17059.0000 ,17.6597 ,17.2640 ,16.2127 ,78.4942 ,77.1614 ,0.7020 ,3.0103 ,9.6899 ,56.1062 ,-22.8069 ,0.8105 ,-0.0024 ,-0.3552 ,0.3527 ,68.0263 ,190.3571 ,22.9227 ,3.4121 ,-2.0997 ,0.0100 ,137.4712 ,1.1302 ,25938.6200 ,112.7800 ,-1.7500 ,0.0000 ,-0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/20,17.7837 ,18.1174 ,17.7360 ,18.0697 ,466.0000 ,8804.0000 ,17.8027 ,17.4166 ,16.4439 ,69.7390 ,76.2237 ,1.4995 ,3.7501 ,9.8867 ,58.6025 ,-12.2829 ,0.9535 ,0.0687 ,-0.2704 ,0.3391 ,76.0929 ,174.5863 ,22.9227 ,2.1448 ,1.6086 ,0.0100 ,137.4712 ,1.1484 ,25999.5500 ,113.2100 ,2.4300 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/21,18.1174 ,18.1651 ,17.2592 ,17.2592 ,645.0000 ,11884.0000 ,17.7646 ,17.4833 ,16.5917 ,41.6142 ,63.2825 ,-2.8450 ,-1.2819 ,4.0228 ,49.9354 ,-45.2847 ,-0.0954 ,0.0590 ,-0.2045 ,0.2635 ,80.5782 ,167.8067 ,4.6223 ,5.0132 ,-4.4855 ,0.0100 ,137.4712 ,1.0968 ,24504.2400 ,92.0500 ,-4.4500 ,0.0000 ,-0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/22,16.7824 ,17.4976 ,16.7824 ,17.4023 ,273.0000 ,4918.0000 ,17.7360 ,17.5119 ,16.7372 ,35.4719 ,48.9417 ,-1.8815 ,-0.6260 ,3.9740 ,51.3048 ,-39.6217 ,-0.0476 ,0.0622 ,-0.1512 ,0.2133 ,85.0632 ,159.6813 ,4.6223 ,4.1436 ,0.8287 ,0.0100 ,137.4712 ,1.1059 ,23810.6900 ,89.9900 ,2.0100 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/23,17.6406 ,17.9267 ,17.6406 ,17.9267 ,398.0000 ,7421.0000 ,17.6883 ,17.6073 ,16.8897 ,36.9891 ,38.0251 ,1.3477 ,1.8142 ,6.1396 ,56.0489 ,-20.0008 ,0.3814 ,0.1058 ,-0.0998 ,0.2055 ,85.3863 ,143.8496 ,12.6108 ,1.6438 ,3.0137 ,0.0100 ,137.4712 ,1.1393 ,24531.2900 ,111.8400 ,2.3700 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/24,17.9744 ,18.2604 ,17.8313 ,17.9744 ,522.0000 ,9906.0000 ,17.7265 ,17.6931 ,17.0161 ,63.8723 ,45.4444 ,1.3987 ,1.5899 ,5.6319 ,56.4644 ,-23.0773 ,-0.1907 ,0.1425 ,-0.0513 ,0.1938 ,80.3516 ,138.1703 ,18.3389 ,2.3936 ,0.2660 ,0.0100 ,137.4712 ,1.1423 ,24993.2300 ,113.7800 ,1.0700 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/27,18.2128 ,18.3558 ,18.0221 ,18.2604 ,603.0000 ,11518.0000 ,17.7646 ,17.7837 ,17.1496 ,82.4380 ,61.0998 ,2.7909 ,2.6807 ,6.4773 ,58.9690 ,-8.5755 ,0.4767 ,0.1925 ,-0.0025 ,0.1951 ,88.0549 ,119.8566 ,19.9542 ,1.8568 ,1.5915 ,0.0100 ,137.4712 ,1.1605 ,24198.5600 ,114.5900 ,4.1200 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/28,18.5942 ,18.7372 ,18.2128 ,18.3081 ,649.0000 ,12571.0000 ,17.9744 ,17.8695 ,17.2807 ,84.2117 ,76.8407 ,1.8566 ,2.4545 ,5.9455 ,59.3886 ,-21.4293 ,0.2384 ,0.2333 ,0.0446 ,0.1887 ,104.3864 ,104.3833 ,26.2364 ,2.8721 ,0.2611 ,0.0100 ,137.4712 ,1.1635 ,25006.8000 ,213.0700 ,-2.6100 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/29,18.3081 ,18.4035 ,18.1651 ,18.3081 ,429.0000 ,8237.0000 ,18.1555 ,17.9458 ,17.3999 ,77.6185 ,81.4228 ,0.8403 ,2.0190 ,5.2198 ,59.3886 ,-21.9511 ,1.0489 ,0.2626 ,0.0882 ,0.1744 ,95.0064 ,110.0052 ,26.2364 ,1.3021 ,0.0000 ,0.0100 ,137.4712 ,1.1635 ,24506.2900 ,210.9300 ,2.2500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/4/30,18.4512 ,18.6419 ,18.3558 ,18.6419 ,776.0000 ,15052.0000 ,18.2986 ,17.9935 ,17.5381 ,76.1330 ,79.3211 ,1.8762 ,3.6038 ,6.2935 ,62.5012 ,-4.8752 ,1.2396 ,0.3092 ,0.1324 ,0.1768 ,88.1529 ,118.9697 ,30.2073 ,1.5625 ,1.8229 ,0.0100 ,137.4712 ,1.1847 ,26004.2700 ,407.2300 ,2.0900 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/4,18.5942 ,19.2617 ,18.1651 ,18.9756 ,899.0000 ,17796.0000 ,18.4988 ,18.1126 ,17.6883 ,75.7567 ,76.5027 ,2.5774 ,4.7644 ,7.2776 ,65.3595 ,-11.5395 ,1.0489 ,0.3687 ,0.1797 ,0.1891 ,85.4223 ,108.5963 ,39.3486 ,5.8824 ,1.7903 ,0.0100 ,137.4712 ,1.2059 ,26686.5900 ,415.4300 ,-0.0400 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/5,19.4524 ,19.9768 ,19.3093 ,19.7384 ,1075.0000 ,22141.0000 ,18.7944 ,18.2795 ,17.8480 ,84.4137 ,78.7678 ,5.0227 ,7.9810 ,10.5914 ,70.8325 ,-7.4631 ,1.7640 ,0.4721 ,0.2382 ,0.2339 ,85.0380 ,101.4853 ,47.8376 ,3.5176 ,4.0201 ,0.0110 ,137.4712 ,1.2544 ,28009.7400 ,432.5000 ,-2.3000 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/6,20.0245 ,21.4072 ,19.9292 ,20.2152 ,3108.0000 ,67287.0000 ,19.1758 ,18.5751 ,18.0292 ,75.6649 ,78.6118 ,5.4202 ,8.8295 ,12.1247 ,73.6364 ,-25.7741 ,1.9548 ,0.5857 ,0.3077 ,0.2780 ,104.9700 ,112.5064 ,59.9214 ,7.4879 ,2.4155 ,0.0110 ,137.4712 ,1.2847 ,30673.8000 ,497.8800 ,-1.5900 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/7,20.2629 ,20.5490 ,19.7384 ,20.1199 ,1015.0000 ,21347.0000 ,19.5382 ,18.8469 ,18.1794 ,70.1230 ,76.7339 ,2.9772 ,6.7546 ,10.6742 ,72.1436 ,-27.8347 ,1.8118 ,0.6604 ,0.3782 ,0.2822 ,104.7983 ,107.6441 ,57.3067 ,4.0094 ,-0.4717 ,0.0110 ,137.4712 ,1.2786 ,29165.9700 ,525.7000 ,0.2700 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/8,20.4059 ,20.5966 ,19.5477 ,19.6908 ,1428.0000 ,30048.0000 ,19.7480 ,19.0233 ,18.3153 ,56.8623 ,67.5501 ,-0.2895 ,3.5090 ,7.5103 ,65.6865 ,-37.1130 ,1.3827 ,0.6772 ,0.4380 ,0.2392 ,95.0028 ,119.7220 ,45.7517 ,5.2133 ,-2.1327 ,0.0100 ,137.4712 ,1.2514 ,30644.3500 ,546.8500 ,-5.1000 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/11,19.6908 ,19.9292 ,19.3570 ,19.7384 ,729.0000 ,14979.0000 ,19.9005 ,19.1997 ,18.4464 ,42.6023 ,56.5292 ,-0.8148 ,2.8059 ,7.0042 ,66.0495 ,-36.0837 ,1.0965 ,0.6865 ,0.4877 ,0.1988 ,98.7442 ,110.6719 ,45.7517 ,2.9056 ,0.2421 ,0.0100 ,137.4712 ,1.2544 ,30525.1100 ,534.0900 ,2.5300 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/12,19.7384 ,20.0245 ,19.4524 ,19.6431 ,390.0000 ,8068.0000 ,19.8815 ,19.3380 ,18.5608 ,27.1558 ,42.2068 ,-1.1990 ,1.5780 ,5.8310 ,64.5766 ,-38.1444 ,0.6675 ,0.6783 ,0.5258 ,0.1525 ,101.8785 ,112.5033 ,45.7517 ,2.8986 ,-0.4831 ,0.0100 ,137.4712 ,1.2483 ,31627.9900 ,536.7700 ,-1.5700 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/13,19.5477 ,19.9292 ,19.5477 ,19.8815 ,534.0000 ,11083.0000 ,19.8147 ,19.4953 ,18.6824 ,25.5735 ,31.7772 ,0.3369 ,1.9810 ,6.4184 ,66.5842 ,-40.5060 ,0.1431 ,0.6832 ,0.5573 ,0.1259 ,101.2772 ,113.5172 ,45.7517 ,1.9417 ,1.2136 ,0.0110 ,137.4712 ,1.2635 ,30498.0700 ,538.6900 ,4.6700 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/14,19.8338 ,20.1199 ,19.3570 ,19.4047 ,548.0000 ,11364.0000 ,19.6717 ,19.6050 ,18.7754 ,20.0383 ,24.2559 ,-1.3573 ,-1.0214 ,3.3519 ,59.3406 ,-55.9999 ,-0.8105 ,0.6412 ,0.5741 ,0.0671 ,100.6189 ,119.5967 ,31.3334 ,3.8369 ,-2.3981 ,0.0100 ,137.4712 ,1.2332 ,31329.5500 ,497.2900 ,-3.1100 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/15,19.5954 ,19.6908 ,19.2140 ,19.3570 ,428.0000 ,8710.0000 ,19.6049 ,19.6765 ,18.8350 ,20.6485 ,22.0868 ,-1.2647 ,-1.6236 ,2.7717 ,58.6532 ,-60.5654 ,-0.7629 ,0.5971 ,0.5787 ,0.0185 ,109.2730 ,113.5170 ,29.9484 ,2.4570 ,-0.2457 ,0.0100 ,137.4712 ,1.2302 ,31301.5300 ,508.8000 ,0.3500 ,0.0000 ,0.0600 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/18,19.5001 ,20.2152 ,19.4524 ,19.9768 ,906.0000 ,19012.0000 ,19.6526 ,19.7766 ,18.9446 ,31.9407 ,24.2091 ,1.6496 ,1.0124 ,5.4485 ,64.4208 ,-44.1196 ,0.2860 ,0.6053 ,0.5840 ,0.0213 ,125.8742 ,109.7449 ,37.7237 ,3.9409 ,3.2020 ,0.0110 ,137.4712 ,1.2696 ,32641.7300 ,524.1100 ,5.3600 ,0.0000 ,0.0800 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
