Instrument,Date,Price Open,Price High,Price Low,Price Close,Volume(1000shares),turnover(1000),sma5,sma10,sma20,k,d,bias5,bias10,bias20,rsi,w%r,mtm,macd,macd_signal,macdhist,ar,br,dmi,MV%,ROI%,Market Capital,P/E,P/B,Long PSTN VAL,Short PSTN VAL,Qfii Net S/B M.Cap,Fund Net S/B M.Cap,Dealer Net S/B M.Cap,Liabilities Ratio,ROA-Comprehensive Income,ROE-Comprehensive Income,Net Income Ratio,Return on Total Assets Growth Rate - YOY,Recurring EPS,P/E Ratio at Quarter-End,Cash Dividend Yield,Dividend Yield,Current Ratio,Acid-Test Ratio,Equity Turnover,Inventory Turnover
1734.TW,2010/3/10,20.0950 ,20.0950 ,19.8861 ,20.0950 ,2244.0000 ,64687.0000 ,18.9736 ,18.5557 ,18.3694 ,88.8822 ,81.0135 ,5.9103 ,8.2956 ,9.3940 ,68.2720 ,0.0000 ,1.9154 ,-0.1294 ,-0.3865 ,0.2571 ,44.5402 ,99.9950 ,35.9024 ,1.1111 ,6.8519 ,0.0180 ,38.9100 ,1.8500 ,306808.8600 ,2508.2100 ,-0.0300 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/11,21.2443 ,21.2443 ,20.6871 ,20.6871 ,5152.0000 ,155040.0000 ,19.3985 ,18.8204 ,18.4686 ,87.5149 ,84.9541 ,6.6429 ,9.9187 ,12.0121 ,73.1194 ,-16.3258 ,2.4031 ,0.0352 ,-0.3022 ,0.3374 ,48.8285 ,93.2892 ,52.7324 ,2.7730 ,2.9463 ,0.0190 ,40.0600 ,1.9100 ,341822.4000 ,2617.8300 ,-2.1100 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/12,20.6871 ,20.6871 ,20.2692 ,20.4085 ,1247.0000 ,36602.0000 ,19.7607 ,19.0572 ,18.5540 ,82.6845 ,86.3605 ,3.2783 ,7.0908 ,9.9954 ,67.8655 ,-24.4887 ,1.8458 ,0.1415 ,-0.2134 ,0.3550 ,50.2441 ,87.3471 ,42.9350 ,2.0202 ,-1.3468 ,0.0180 ,39.5200 ,1.8800 ,331927.6100 ,2170.4200 ,-0.0300 ,-0.2900 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/15,20.5478 ,21.3140 ,20.5478 ,20.6871 ,2508.0000 ,75267.0000 ,20.1368 ,19.3114 ,18.6898 ,74.6842 ,81.6279 ,2.7327 ,7.1236 ,10.6867 ,70.1735 ,-18.0004 ,2.0896 ,0.2454 ,-0.1217 ,0.3671 ,55.5583 ,98.7629 ,50.6122 ,3.7543 ,1.3652 ,0.0190 ,40.0600 ,1.9100 ,347755.8800 ,2610.8700 ,-1.3700 ,0.0000 ,-0.0900 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/16,20.8960 ,21.0005 ,20.3736 ,20.6523 ,1158.0000 ,34287.0000 ,20.5060 ,19.5587 ,18.8517 ,66.1635 ,74.5107 ,0.7134 ,5.5914 ,9.5512 ,69.5020 ,-18.9996 ,1.8459 ,0.3213 ,-0.0331 ,0.3543 ,55.1430 ,104.9326 ,49.4105 ,3.0303 ,-0.1684 ,0.0190 ,39.9900 ,1.9100 ,339863.5800 ,1806.2100 ,-0.5000 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/17,20.7567 ,20.7567 ,20.3388 ,20.5478 ,911.0000 ,26804.0000 ,20.5966 ,19.7851 ,18.9997 ,52.1079 ,64.3186 ,-0.2367 ,3.8550 ,8.1478 ,67.4158 ,-22.0002 ,1.7414 ,0.3687 ,0.0473 ,0.3214 ,51.1135 ,102.3739 ,45.6525 ,2.0236 ,-0.5059 ,0.0180 ,39.7900 ,1.9000 ,337450.3400 ,1323.4500 ,0.2400 ,0.0000 ,0.1200 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/18,20.6523 ,20.8960 ,20.4085 ,20.5826 ,1142.0000 ,34021.0000 ,20.5757 ,19.9871 ,19.1390 ,36.7736 ,51.6817 ,0.0337 ,2.9796 ,7.5425 ,67.7628 ,-21.0009 ,0.4876 ,0.4044 ,0.1187 ,0.2857 ,53.6375 ,102.3864 ,47.5465 ,2.3729 ,0.1695 ,0.0180 ,39.8600 ,1.9000 ,344141.2000 ,1250.3400 ,1.4200 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/19,21.5926 ,21.5926 ,20.8264 ,20.8960 ,2232.0000 ,67861.0000 ,20.6732 ,20.2169 ,19.2644 ,33.7008 ,40.8608 ,1.0779 ,3.3590 ,8.4694 ,70.7809 ,-20.0017 ,0.2089 ,0.4528 ,0.1855 ,0.2673 ,50.6495 ,112.1890 ,55.8352 ,3.7225 ,1.5228 ,0.0180 ,40.4700 ,1.9300 ,349356.8000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/22,20.6871 ,21.1050 ,20.5478 ,20.8264 ,1045.0000 ,31172.0000 ,20.7010 ,20.4189 ,19.3828 ,37.7756 ,36.0833 ,0.6057 ,1.9956 ,7.4477 ,69.2308 ,-22.0002 ,0.4179 ,0.4800 ,0.2444 ,0.2356 ,54.3114 ,111.8302 ,53.2298 ,2.6667 ,-0.3333 ,0.0180 ,40.3300 ,1.9200 ,336780.7000 ,0.0000 ,-0.0900 ,0.0000 ,-0.1200 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/23,21.0354 ,21.2095 ,20.5478 ,20.5826 ,937.0000 ,28066.0000 ,20.6871 ,20.5965 ,19.4908 ,34.2585 ,35.2450 ,-0.5050 ,-0.0677 ,5.6017 ,63.9477 ,-29.2932 ,-0.1045 ,0.4764 ,0.2908 ,0.1856 ,54.8247 ,126.2783 ,44.1392 ,3.1773 ,-1.1706 ,0.0180 ,39.8600 ,1.9000 ,330657.3600 ,0.0000 ,0.0300 ,0.0600 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/24,20.6174 ,20.8960 ,20.5826 ,20.8264 ,1016.0000 ,30327.0000 ,20.7428 ,20.6697 ,19.6127 ,31.2091 ,34.4144 ,0.4030 ,0.7582 ,6.1884 ,66.6855 ,-25.2880 ,0.1741 ,0.4876 ,0.3302 ,0.1574 ,68.9127 ,127.9688 ,44.1392 ,1.5228 ,1.1844 ,0.0180 ,40.3300 ,1.9200 ,319598.6200 ,0.0000 ,0.1500 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/25,20.6174 ,20.7567 ,20.5478 ,20.5478 ,608.0000 ,18003.0000 ,20.7358 ,20.6558 ,19.7381 ,18.2458 ,27.9045 ,-0.9068 ,-0.5226 ,4.1024 ,60.9860 ,-34.4830 ,0.0000 ,0.4686 ,0.3579 ,0.1107 ,70.2147 ,144.2693 ,33.6323 ,1.0033 ,-1.3378 ,0.0180 ,39.7900 ,1.9000 ,316635.5600 ,0.0000 ,-1.1200 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/26,20.6174 ,21.0354 ,20.4433 ,20.9309 ,2274.0000 ,68103.0000 ,20.7428 ,20.7080 ,19.8826 ,32.9771 ,27.4774 ,0.9067 ,1.0764 ,5.2725 ,65.3691 ,-22.8914 ,0.3483 ,0.4789 ,0.3821 ,0.0968 ,72.8754 ,142.5324 ,38.4646 ,2.8814 ,1.8644 ,0.0180 ,40.5300 ,1.9300 ,328591.5000 ,419.1600 ,3.0700 ,0.0000 ,0.1500 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/29,20.9657 ,21.2095 ,20.6871 ,21.1747 ,2148.0000 ,64942.0000 ,20.8125 ,20.7568 ,20.0341 ,53.0323 ,34.7517 ,1.7404 ,2.0136 ,5.6933 ,67.8449 ,-24.4887 ,0.2787 ,0.5010 ,0.4058 ,0.0951 ,70.5296 ,141.7845 ,41.3381 ,2.4958 ,1.1647 ,0.0190 ,41.0000 ,1.9500 ,349917.3800 ,483.5200 ,-0.2700 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/30,21.2095 ,21.2443 ,20.7567 ,21.0354 ,761.0000 ,22922.0000 ,20.9030 ,20.7951 ,20.1769 ,77.6723 ,54.5606 ,0.6332 ,1.1558 ,4.2550 ,64.9862 ,-42.1037 ,0.2090 ,0.5014 ,0.4250 ,0.0765 ,71.0544 ,140.7321 ,35.8712 ,2.3026 ,-0.6579 ,0.0180 ,40.7300 ,1.9400 ,348798.8000 ,391.3000 ,-0.6900 ,0.0000 ,0.0000 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/3/31,20.8612 ,21.1747 ,20.6871 ,20.9657 ,998.0000 ,29964.0000 ,20.9309 ,20.8369 ,20.3110 ,78.1989 ,69.6345 ,0.1663 ,0.6184 ,3.2236 ,63.5434 ,-47.3704 ,0.3831 ,0.4905 ,0.4381 ,0.0525 ,75.7934 ,140.2838 ,33.0971 ,2.3179 ,-0.3311 ,0.0180 ,40.6000 ,1.9300 ,347151.2800 ,390.2600 ,-0.3600 ,0.0000 ,-0.0900 ,39.7300 ,0.15,0.24,8.2400 ,0.1200 ,1.1700 ,29.1100 ,1.8300 ,2.9900 ,198.6500 ,115.5800 ,0.1200 ,0.6100 
1734.TW,2010/4/1,20.9657 ,21.0354 ,20.7219 ,20.7567 ,725.0000 ,21728.0000 ,20.9727 ,20.8543 ,20.4207 ,59.4216 ,71.7643 ,-1.0298 ,-0.4678 ,1.6456 ,59.2926 ,-66.6693 ,-0.0697 ,0.4597 ,0.4424 ,0.0173 ,73.7156 ,147.7916 ,24.8646 ,1.4950 ,-0.9967 ,0.0170 ,40.2000 ,1.9100 ,342878.0800 ,389.0900 ,0.3000 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/2,20.8960 ,21.0005 ,20.6871 ,20.7567 ,462.0000 ,13792.0000 ,20.9378 ,20.8403 ,20.5286 ,38.9452 ,58.8552 ,-0.8651 ,-0.4013 ,1.1110 ,59.2926 ,-66.6693 ,0.2089 ,0.4304 ,0.4400 ,-0.0096 ,76.6019 ,140.5805 ,24.8646 ,1.5101 ,0.0000 ,0.0170 ,40.2000 ,1.9100 ,340170.6000 ,358.2000 ,0.0000 ,0.0000 ,0.0300 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/6,20.8264 ,20.8960 ,20.5826 ,20.5826 ,680.0000 ,20260.0000 ,20.8194 ,20.8160 ,20.6174 ,17.2057 ,38.5242 ,-1.1375 ,-1.1210 ,-0.1690 ,55.6932 ,-80.5551 ,-0.3483 ,0.3886 ,0.4297 ,-0.0412 ,70.6246 ,141.6089 ,17.8239 ,1.5101 ,-0.8389 ,0.0170 ,39.8600 ,1.9000 ,338652.7200 ,119.1600 ,0.6500 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/7,20.6174 ,21.9409 ,20.6174 ,21.7667 ,6502.0000 ,199802.0000 ,20.9657 ,20.9344 ,20.7655 ,33.2221 ,29.7910 ,3.8206 ,3.9760 ,4.8217 ,69.3301 ,-11.3678 ,0.5920 ,0.4458 ,0.4329 ,0.0129 ,95.1184 ,122.9820 ,39.7735 ,6.4298 ,5.7530 ,0.0180 ,42.1600 ,2.0100 ,362552.5400 ,1813.0700 ,1.0600 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/8,21.6274 ,21.6274 ,20.9657 ,21.0005 ,2271.0000 ,69650.0000 ,20.9726 ,20.9518 ,20.8107 ,39.3138 ,29.9139 ,0.1328 ,0.2326 ,0.9119 ,57.0863 ,-62.7938 ,-0.0349 ,0.4245 ,0.4313 ,-0.0067 ,82.1852 ,130.0031 ,15.4268 ,3.0400 ,-3.5200 ,0.0180 ,40.6800 ,1.9400 ,363071.4600 ,1594.8400 ,-1.7800 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/9,21.1050 ,21.4533 ,21.0005 ,21.1050 ,1822.0000 ,55672.0000 ,21.0423 ,21.0075 ,20.8316 ,52.1338 ,41.5566 ,0.2980 ,0.4642 ,1.3123 ,58.1713 ,-55.8160 ,0.1393 ,0.4113 ,0.4273 ,-0.0160 ,83.3397 ,136.7106 ,15.4268 ,2.1559 ,0.4975 ,0.0180 ,40.8800 ,1.9500 ,364767.0000 ,1558.0500 ,0.3000 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/12,21.3836 ,21.8015 ,21.1050 ,21.1050 ,1873.0000 ,57565.0000 ,21.1120 ,21.0249 ,20.8664 ,35.8954 ,42.4477 ,-0.0330 ,0.3810 ,1.1432 ,58.1713 ,-55.8160 ,0.3483 ,0.3963 ,0.4211 ,-0.0248 ,77.7327 ,156.8551 ,22.5382 ,3.3003 ,0.0000 ,0.0170 ,40.8800 ,1.9500 ,370388.6900 ,1352.1200 ,0.2100 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/13,21.1050 ,21.3140 ,20.7567 ,20.7567 ,1282.0000 ,38742.0000 ,21.1468 ,20.9831 ,20.8699 ,29.1483 ,39.0591 ,-1.8446 ,-1.0790 ,-0.5425 ,52.9923 ,-79.0732 ,0.0000 ,0.3522 ,0.4073 ,-0.0551 ,76.7503 ,162.0750 ,12.3606 ,2.6403 ,-1.6502 ,0.0170 ,40.2100 ,1.9200 ,357835.0200 ,1057.7000 ,-0.2400 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/14,20.8264 ,22.1846 ,20.8264 ,22.1846 ,6312.0000 ,197747.0000 ,21.2304 ,21.0980 ,20.9465 ,49.6617 ,38.2351 ,4.4947 ,5.1502 ,5.9106 ,66.2560 ,0.0000 ,1.6020 ,0.4275 ,0.4113 ,0.0162 ,99.5182 ,131.0762 ,28.3744 ,6.5436 ,6.8792 ,0.0180 ,42.9700 ,2.0500 ,399645.4800 ,2318.4200 ,1.1100 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/15,22.1498 ,22.1498 ,21.5926 ,21.5926 ,4702.0000 ,147168.0000 ,21.3488 ,21.1607 ,20.9988 ,56.3552 ,45.0550 ,1.1421 ,2.0410 ,2.8279 ,58.8429 ,-33.9976 ,-0.1741 ,0.4345 ,0.4160 ,0.0185 ,92.6646 ,141.3793 ,13.2241 ,2.5118 ,-2.6688 ,0.0180 ,41.8300 ,1.9900 ,411407.2000 ,2003.2000 ,-0.7400 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/16,21.5926 ,22.4284 ,21.4533 ,21.7667 ,6025.0000 ,191129.0000 ,21.4811 ,21.2617 ,21.0580 ,72.9860 ,59.6676 ,1.3294 ,2.3751 ,3.3655 ,60.2514 ,-35.8490 ,0.7662 ,0.4489 ,0.4225 ,0.0263 ,104.6328 ,149.7169 ,18.1214 ,4.5161 ,0.8065 ,0.0180 ,42.1600 ,2.0100 ,430694.1600 ,2283.8400 ,-1.0300 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/19,21.8015 ,22.6374 ,21.1747 ,21.3140 ,7219.0000 ,228587.0000 ,21.5229 ,21.3174 ,21.0789 ,49.5302 ,59.6238 ,-0.9707 ,-0.0161 ,1.1154 ,54.9824 ,-64.4053 ,0.2090 ,0.4189 ,0.4218 ,-0.0029 ,114.6839 ,158.5634 ,7.5044 ,6.7200 ,-2.0800 ,0.0180 ,41.2900 ,1.9700 ,450775.0800 ,3862.5200 ,-0.8300 ,0.0000 ,-0.0300 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/20,21.8015 ,21.9060 ,21.1747 ,21.4185 ,2853.0000 ,88152.0000 ,21.6553 ,21.4010 ,21.1085 ,40.9149 ,54.4771 ,-1.0934 ,0.0816 ,1.4687 ,55.9402 ,-59.3196 ,0.3135 ,0.3990 ,0.4172 ,-0.0183 ,112.9524 ,159.2375 ,7.5044 ,3.4314 ,0.4902 ,0.0180 ,41.4900 ,1.9800 ,433743.3000 ,4171.5000 ,-0.3100 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/21,22.4284 ,22.9160 ,22.2891 ,22.9160 ,6298.0000 ,206361.0000 ,21.8016 ,21.5160 ,21.2252 ,54.1091 ,48.1847 ,5.1117 ,6.5070 ,7.9662 ,66.8315 ,0.0000 ,2.1593 ,0.4983 ,0.4335 ,0.0648 ,107.4620 ,138.8866 ,24.9571 ,2.9268 ,6.9919 ,0.0190 ,44.3900 ,2.1100 ,490632.4400 ,7668.1800 ,2.1400 ,0.0000 ,0.0700 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/22,22.9160 ,24.3787 ,22.7070 ,24.3787 ,19159.0000 ,642672.0000 ,22.3588 ,21.8538 ,21.4028 ,77.5649 ,57.5296 ,9.0341 ,11.5537 ,13.9044 ,73.6762 ,0.0000 ,2.1941 ,0.6871 ,0.4842 ,0.2029 ,129.6861 ,111.3444 ,42.0195 ,7.2948 ,6.3830 ,0.0210 ,47.2200 ,2.2500 ,537813.9000 ,17306.6400 ,0.6300 ,0.0000 ,-0.0700 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/23,24.6922 ,24.6922 ,23.8215 ,24.2046 ,11825.0000 ,413556.0000 ,22.8464 ,22.1637 ,21.5856 ,95.3793 ,75.6844 ,5.9451 ,9.2081 ,12.1330 ,71.7775 ,-11.8649 ,2.6120 ,0.8133 ,0.5500 ,0.2633 ,122.4182 ,112.3470 ,44.9106 ,3.5714 ,-0.7143 ,0.0200 ,46.8900 ,2.2300 ,560708.9800 ,18324.2800 ,-5.7300 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/26,24.2046 ,24.5877 ,23.6822 ,24.1349 ,6672.0000 ,231288.0000 ,23.4105 ,22.4667 ,21.7458 ,90.0981 ,87.6808 ,3.0942 ,7.4251 ,10.9864 ,70.9888 ,-13.6767 ,2.3682 ,0.8974 ,0.6195 ,0.2779 ,120.0055 ,110.3610 ,43.2010 ,3.7410 ,-0.2878 ,0.0200 ,46.7500 ,2.2300 ,570148.1500 ,17785.7100 ,1.8700 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/27,24.1349 ,24.5180 ,23.7518 ,23.7518 ,4606.0000 ,160089.0000 ,23.8772 ,22.7662 ,21.8747 ,77.0538 ,87.5104 ,-0.5252 ,4.3290 ,8.5813 ,66.6534 ,-23.8953 ,2.4378 ,0.9224 ,0.6801 ,0.2424 ,130.5739 ,112.0494 ,33.8533 ,3.1746 ,-1.5873 ,0.0200 ,46.0100 ,2.1900 ,572714.7500 ,16471.5000 ,3.2400 ,0.0000 ,0.0700 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/28,22.2891 ,23.1250 ,22.2891 ,22.9160 ,5118.0000 ,167376.0000 ,23.8772 ,22.8394 ,21.9687 ,57.0369 ,74.7296 ,-4.0256 ,0.3355 ,4.3120 ,58.2896 ,-45.1328 ,1.4975 ,0.8649 ,0.7170 ,0.1479 ,138.2297 ,106.9511 ,16.0544 ,3.5191 ,-3.5191 ,0.0190 ,44.3900 ,2.1100 ,527908.8000 ,9286.8000 ,9.4100 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/29,22.9160 ,23.1250 ,22.4633 ,22.4981 ,2978.0000 ,96972.0000 ,23.5011 ,22.9299 ,22.0453 ,31.8838 ,55.3248 ,-4.2678 ,-1.8833 ,2.0539 ,54.6004 ,-55.7515 ,-0.4179 ,0.7766 ,0.7289 ,0.0477 ,139.2955 ,106.9511 ,8.3000 ,2.8875 ,-1.8237 ,0.0190 ,43.5800 ,2.0800 ,524217.7500 ,8821.0500 ,1.9100 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/4/30,22.7767 ,22.8463 ,21.5926 ,21.9409 ,3641.0000 ,115377.0000 ,23.0483 ,22.9474 ,22.1045 ,15.4711 ,34.7973 ,-4.8049 ,-4.3859 ,-0.7403 ,50.0518 ,-69.9098 ,-2.4378 ,0.6541 ,0.7140 ,-0.0598 ,119.0733 ,114.8861 ,1.1809 ,5.5728 ,-2.4768 ,0.0180 ,42.5000 ,2.0200 ,510842.8000 ,6940.1100 ,2.4600 ,0.0000 ,-0.0600 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/5/3,21.9409 ,22.8115 ,21.8015 ,22.2891 ,3336.0000 ,107391.0000 ,22.6792 ,23.0449 ,22.1812 ,14.7116 ,20.6888 ,-1.7200 ,-3.2795 ,0.4867 ,52.7035 ,-62.1631 ,-1.9155 ,0.5785 ,0.6869 ,-0.1084 ,126.2594 ,112.3198 ,1.1809 ,4.6032 ,1.5873 ,0.0190 ,43.1800 ,2.0600 ,512947.6500 ,8111.8800 ,-0.5800 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/5/4,22.2891 ,22.4981 ,21.7667 ,21.8015 ,1241.0000 ,39270.0000 ,22.2891 ,23.0832 ,22.2421 ,16.3566 ,15.5131 ,-2.1877 ,-5.5524 ,-1.9809 ,48.7968 ,-82.1805 ,-2.3334 ,0.4738 ,0.6443 ,-0.1705 ,119.3344 ,124.3367 ,9.2443 ,3.2812 ,-2.1875 ,0.0180 ,42.2300 ,2.0100 ,497634.7900 ,7306.5300 ,-0.6900 ,0.0000 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
1734.TW,2010/5/5,20.9657 ,21.4533 ,20.7567 ,20.8960 ,2514.0000 ,75656.0000 ,21.8851 ,22.8812 ,22.1986 ,14.4409 ,15.1697 ,-4.5196 ,-8.6760 ,-5.8678 ,42.4968 ,-96.4604 ,-2.8558 ,0.3141 ,0.5782 ,-0.2641 ,122.8494 ,135.1818 ,21.9767 ,3.1949 ,-4.1534 ,0.0180 ,40.4800 ,1.9300 ,450688.0200 ,2708.1000 ,-0.5100 ,-0.1200 ,0.0000 ,42.1200 ,0.15,0.24,7.8700 ,0.0800 ,1.2300 ,28.1500 ,1.6900 ,2.7700 ,161.5700 ,97.3800 ,0.1300 ,0.6900 
